team,driver_name,event_name,livery_name,year,manufacturer,sku_1_18,sku_1_43,notes,verification_status
Red Bull,Max Verstappen,Dutch GP,RB16B,2021,Minichamps,110211433,410211433,"Race Winner - his home race, first Dutch GP since 1985","confirmed via Selection.rs (1:18) and Alex Reade Motorsport (1:43, limited to 1776 pieces); a separate 1:18 'with trophy' variant (SKU 113211433, limited to 3,333 pieces) also exists per Stone Model and ck-modelcars.de"
Red Bull,Max Verstappen,Dutch GP,RB16B,2021,Spark,12S029,,"Race Winner - 1:12 scale, limited to 321 pieces","confirmed via DiecastSociety.com Spark New 1:12 Red Bull Racing Honda RB16B announcement | SCALE CORRECTION: this is a 1:12 model, not 1:18. Both Anthony's Diecasts and Stone Model title it 1:12, and the price (AUD 863-1300) matches 1:12 not 1:18. The CSV schema has no 1:12 column so the SKU sits in sku_1_18; the models table is set to 1:12 and a re-import must not undo that."
Red Bull,Max Verstappen,Turkish GP,RB16B,2021,Minichamps,110211633,410211633,2nd Place,"confirmed via eBay.de listings for both scales. Note: this SKU matches the race's actual calendar round number (16) exactly, unlike most other 2021 Red Bull SKUs in this sheet which run one round-number higher than the race's actual position (see the note on the Mexican GP row below) - the two different offsets both appear in this team's real catalog, so neither can be assumed as a reliable rule for predicting unconfirmed SKUs"
Red Bull,Sergio Perez,Turkish GP,RB16B,2021,Minichamps,110211611,410211611,3rd Place,confirmed via DiecastSociety.com 'Minichamps New F1 Announcements' product-code list matching
Red Bull,Max Verstappen,Turkish GP,RB16B,2021,Spark,12S031,,"2nd Place - 1:12 scale, limited to 1021 pieces","confirmed via DiecastSociety.com Spark New 1:12 Red Bull Racing Honda RB16B announcement | SCALE CORRECTION: this is a 1:12 model, not 1:18. Both Anthony's Diecasts and Stone Model title it 1:12, and the price (AUD 863-1300) matches 1:12 not 1:18. The CSV schema has no 1:12 column so the SKU sits in sku_1_18; the models table is set to 1:12 and a re-import must not undo that."
Red Bull,Sergio Perez,United States GP (Austin),RB16B,2021,Minichamps,,,3rd Place,NEEDS VERIFICATION - race result confirmed via official F1.com results archive; no diecast listing found in search
Red Bull,Sergio Perez,Mexican GP,RB16B,2021,Minichamps,,,3rd Place - his home race,NEEDS VERIFICATION - race result confirmed via official F1.com results archive; no diecast listing found in search
Red Bull,Max Verstappen,Mexican GP,RB16B,2021,Minichamps,110211933,,"Race Winner - his home continent, hugely popular release","1:18 confirmed via five independent listings (ck-modelcars, Amazon, LiveCarModel, Selection.rs, Tibormodel, limited to 1008 pieces); 1:43 not found. Note: this SKU's round-number component (19) runs one higher than Mexico's actual calendar position (round 18) - the same '+1' offset seen on Azerbaijan/French/Belgian/Monaco/Dutch above, but NOT seen on Turkish GP, so this offset is not a reliable rule to extrapolate from either"
Red Bull,Max Verstappen,Abu Dhabi GP,RB16B,2021,Minichamps,110212333,410212333,Race Winner - clinched his first World Championship in a controversial season-ending safety car restart,"1:18 confirmed via Selection.rs and Model-Universe listings (5,262-piece limited edition, with pit board); 1:43 confirmed via Racing Models listing. A separate 1:43 'with figure' variant (Stone Model, limited to 4,000 pieces) also exists as a distinct release"
Red Bull,Max Verstappen,Abu Dhabi GP,RB16B,2021,Spark,12S032,,"Race Winner - World Champion, 1:12 scale, limited to 2021 pieces (matching the year)","confirmed via DiecastSociety.com Spark New 1:12 Red Bull Racing Honda RB16B announcement | SCALE CORRECTION: this is a 1:12 model, not 1:18. Both Anthony's Diecasts and Stone Model title it 1:12, and the price (AUD 863-1300) matches 1:12 not 1:18. The CSV schema has no 1:12 column so the SKU sits in sku_1_18; the models table is set to 1:12 and a re-import must not undo that."
Red Bull,Max Verstappen,Abu Dhabi GP,RB16B,2021,Amalgam,,,"Race Winner - World Champion, ultra-premium full-scale-detail replica priced over $1,100 USD at release","confirmed via DiecastSociety.com 'Amalgam 1:18 Red Bull Racing RB16B 2021 Winner' announcement; distinct high-end manufacturer, not comparable in price tier to the Minichamps/Spark releases above"
Mercedes,Lewis Hamilton,Bahrain GP,W12,2021,Minichamps,110210144,410210144,Race Winner - season opener,"confirmed via DiecastSociety.com 'Minichamps Expands F1 2021 Assortment' product-code list matching (1:18), and independently via 6+ retailer listings (ck-modelcars, Miniatures Minichamps, Formula Model Shop) for 1:43"
Mercedes,Lewis Hamilton,British GP,W12,2021,Minichamps,110211144,410211144,"Race Winner - his home race, after a lap-1 collision with Verstappen and a 10-second penalty; 'with flag' variant, 1:43 limited to 1,296 pieces","confirmed via 6+ independent retailer listings (Metro Hobbies, Amazon, LiveCarModel, MiniModelShop, Selection.rs, Gee-Fly) for both scales"
Mercedes,Lewis Hamilton,Qatar GP,W12,2021,Minichamps,,,Race Winner - debuted his rainbow Pride-themed helmet design at this race,confirmed to exist via a Diecast Legends listing (1:43); SKU not found in search
Mercedes,Lewis Hamilton,Russian GP (Sochi),W12,2021,Minichamps,,,"Race Winner - his 100th career Grand Prix win, a milestone edition",confirmed to exist via two LiveCarModel listings (both scales); SKU not found in search
Mercedes,Lewis Hamilton,Spanish GP,W12,2021,Minichamps,,410210444,"Race Winner - also his 100th career pole position; 1:43 limited to 1,200 pieces, includes a display wheel commemorating the pole","confirmed via multiple eBay listings (ck-modelcars, giulymodelstore); 1:18 not found in search"
Mercedes,Valtteri Bottas,Turkish GP,W12,2021,Spark,,S7681,Race Winner - his only win of the 2021 season,"confirmed via Stone Model listing (1:43); no Minichamps version found in search for this specific result, only this Spark release and a separate Tarmac Works 1:64 diecast (SKU T64G-F037-VB1)"
McLaren,Lando Norris,Bahrain GP,MCL35M,2021,Minichamps,530211804,537214304,"Race result not a podium, season opener",confirmed via Amazon listings for both scales
McLaren,Lando Norris,Emilia Romagna GP (Imola),MCL35M,2021,Minichamps,,537214504,3rd Place,1:43 confirmed via LiveCarModel listing; 1:18 not found in search
McLaren,Lando Norris,Monaco GP,MCL35M,2021,Minichamps,530212404,537214904,3rd Place - his first career F1 podium,"1:18 confirmed via LiveCarModel; 1:43 confirmed via three independent listings (Amazon, eBay, cldc.store). A second 1:43 code (447210604) also turned up on one other listing for the same race/driver - unclear whether this is a genuine separate diecast-metal variant (matching the '447' vs '417' distinction seen elsewhere in this project) or a listing error, since it wasn't corroborated elsewhere"
McLaren,Lando Norris,Monaco GP,MCL35M,2021,Minichamps,533212402,,"3rd Place - special 'Gulf' throwback livery variant worn that race weekend, distinct from the standard papaya livery model above",confirmed via LiveCarModel listing (1:18); 1:43 Gulf-livery counterpart not found
McLaren,Lando Norris,French GP,MCL35M,2021,Minichamps,,537215104,"5th Place, not a podium",confirmed via Amazon listing (1:43); 1:18 not found in search
McLaren,Lando Norris,Austrian GP,MCL35M,2021,Minichamps,,,3rd Place,NEEDS VERIFICATION - race result confirmed via official F1.com results archive; no diecast listing found in search (search kept surfacing the similarly-numbered 2020 Austrian GP model instead)
McLaren,Daniel Ricciardo,Italian GP (Monza),MCL35M,2021,Minichamps,530213303,,"Race Winner - his first win in 3 years, and McLaren's first win since 2012 (Jenson Button, Brazil)","1:18 confirmed via 5+ independent listings (Worthpoint, Diecast Legends, LiveCarModel, Racing Models, Model-Universe, House of Modelcars); 1:43 confirmed to exist via Diecast Legends listing but no SKU code found there"
McLaren,Lando Norris,Italian GP (Monza),MCL35M,2021,Minichamps,530213304,537215804,"2nd Place - completed McLaren's first 1-2 finish since 2010 (Button/Hamilton, Canada)",confirmed via Amazon (1:18) and eBay/RM Toys (1:43) listings
McLaren,Ricciardo + Norris,Italian GP (Monza),MCL35M,2021,Minichamps,,,2-car commemorative set of the 1-2 finish,"confirmed to exist via DiecastSociety.com 'Minichamps Expands F1 Assortment' announcement, listed as a distinct 2-car set item separate from the individual models above; SKU and scale not found"
McLaren,Lando Norris,Russian GP (Sochi),MCL35M,2021,Minichamps,,537215904,"7th Place, not a podium - marketed as a 'Pole Position' commemorative model since Norris qualified P1 but lost the race lead to a late rain gamble that didn't pay off",confirmed via Amazon listing (1:43); 1:18 not found in search
McLaren,Lando Norris,Abu Dhabi GP,MCL35M,2021,Minichamps,,537216604,"Race result not a podium, season finale",confirmed via eBay listing (1:43); 1:18 not found in search
Ferrari,Charles Leclerc,Bahrain GP,SF21,2021,Looksmart,LS18F1035,,"Race result not a podium, season opener",confirmed via Looksmart's own product listing (1:18); 1:43 not found
Ferrari,Carlos Sainz,Bahrain GP,SF21,2021,Looksmart,,LSF1036,"Race result not a podium, first race for the team",confirmed via Looksmart's own product listing and independently via an eBay listing (1:43); 1:18 not found
Ferrari,Carlos Sainz,Monaco GP,SF21,2021,Looksmart,LS18F1037,LSF1037,2nd Place - his first podium with Ferrari,confirmed via Looksmart's own product listings and Racing Models (both scales)
Ferrari,Charles Leclerc,British GP,SF21,2021,Looksmart,LS18F1038,LSF1038,"2nd Place - his sole podium of the season, passed by a charging Hamilton just 2 laps from the end","1:18 confirmed via Looksmart's own product listing; 1:43 is pattern-derived from Looksmart's consistent LS18Fxxxx/LSFxxxx pairing convention (confirmed reliable across every other model in this sheet), not itself individually spot-checked"
Ferrari,Carlos Sainz,British GP,SF21,2021,Looksmart,LS18F1039,LSF1039,Race result not a podium,confirmed via Looksmart's own product listings for both scales
Ferrari,Carlos Sainz,Hungarian GP,SF21,2021,Looksmart,,,3rd Place,"NEEDS VERIFICATION - podium confirmed via the Amalgam Collection's SF21 retrospective and official F1.com results archive; no Looksmart (or other manufacturer) listing found in search. Looksmart's SF21 range appears to stop at British GP (sequence ends around LSF1039/LS18F1039), similar to the selective, wins/highlights-only release pattern seen on Ferrari's 2022 lineup elsewhere in this project - this may not be a research gap so much as a genuine absence of a model"
Ferrari,Carlos Sainz,Russian GP (Sochi),SF21,2021,Looksmart,,,3rd Place,"NEEDS VERIFICATION - podium confirmed via the Amalgam Collection's SF21 retrospective and official F1.com results archive; no diecast listing found in search, same caveat as the Hungarian GP row above"
Ferrari,Carlos Sainz,Abu Dhabi GP,SF21,2021,Looksmart,,,"3rd Place - capped a 14-race points-scoring streak, the best of his career to that point","NEEDS VERIFICATION - podium confirmed via the Amalgam Collection's SF21 retrospective and official F1.com results archive; no diecast listing found in search, same caveat as above"
Alpine,Fernando Alonso,Bahrain GP,A521,2021,Minichamps,,417210114,"9th Place, not a podium - season opener, his first race back in F1 after two years away","confirmed via Amazon, Diecast Legends, and MiniModelShop listings (1:43); 1:18 not found in search"
Alpine,Esteban Ocon,Bahrain GP,A521,2021,Minichamps,,417210131,Race result not a podium,confirmed via LiveCarModel and House of Modelcars listings (1:43); 1:18 not found in search
Alpine,Esteban Ocon,Hungarian GP,A521,2021,Minichamps,,417211231,"1st Place - his maiden F1 win, in a chaotic rain-hit race with a first-lap pileup that took out most of the grid","confirmed via 3+ independent listings (Miniatures Autos Motos, Model Car World) for 1:43; 1:18 not found from Minichamps, though Solido made a separate 1:18 version (SKU S1808103)"
Alpine,Fernando Alonso,Hungarian GP,A521,2021,Minichamps,,,"4th Place, not a podium - credited with helping secure Ocon's win by holding off a fast-recovering Hamilton for several laps",confirmed to exist via a Diecast Legends listing (1:43); SKU not found in search
Alpine,Fernando Alonso,Qatar GP,A521,2021,Minichamps,,417212114,3rd Place - his first podium since returning to F1,"confirmed via 3+ independent listings (Little Bolide, Mint Models, Shockmodel) for 1:43; 1:18 not found in search"
Alpine,Alonso + Ocon,2021 Season,A521,2021,Minichamps,,447211431,"2-car commemorative set, both drivers together - distinct 'diecast' product line (447 prefix) rather than the standard resin '417' releases above; a separate 111-piece Paddock Legends limited edition of the same double-set concept also exists","confirmed via ck-modelcars.de and Motorworld-Shop listings (1:43 only, no 1:18 counterpart found); exact race/livery depicted on this set is not specified in the listings found"
Aston Martin,Sebastian Vettel,Bahrain GP,AMR21,2021,Minichamps,,417210105,"15th Place, not a podium - his first race for the team after moving from Ferrari",confirmed via Racing Models listing (1:43); 1:18 not found in search
Aston Martin,Lance Stroll,Bahrain GP,AMR21,2021,Minichamps,,417210118,"10th Place, not a podium",confirmed via Racing Models listing (1:43); 1:18 not found in search
Aston Martin,Sebastian Vettel,Monaco GP,AMR21,2021,Minichamps,117210605,,"5th Place, not a podium",confirmed via ck-modelcars.de announcement listing (1:18); 1:43 not found in search
Aston Martin,Lance Stroll,Monaco GP,AMR21,2021,Minichamps,,,"13th Place, not a podium",confirmed to exist via a CarModel.com listing referencing 'N 18 MONACO GP 2021 LANCE STROLL'; SKU not found in search
Aston Martin,Sebastian Vettel,Azerbaijan GP,AMR21,2021,Minichamps,117210705,417210705,"2nd Place - Aston Martin's first F1 podium, and Vettel's first podium with the team; 1:18 limited to 702 pieces","1:18 confirmed via 4+ independent listings (ck-modelcars, Pitwalk, LiveCarModel, racepassionstore, Model-Universe, CarModel.com). 1:43 SKU appears as both '417210705' (ck-modelcars) and '447210705' (LiveCarModel) across different retailers - likely the standard resin vs. a diecast-metal variant (matching the '417' vs '447' distinction seen elsewhere in this project), but this wasn't independently confirmed either way, so treat the 1:43 code with some caution. Vettel also had a second, higher-profile P2 later at the Hungarian GP, but that result was disqualified post-race for an insufficient fuel sample - no diecast model was found for that DSQ'd result, and it does not count as an official podium"
Aston Martin,Sebastian Vettel,Azerbaijan GP,AMR21,2021,Spark,,S7680,2nd Place - 'with pit board' variant,confirmed via MiniGrid listing (1:43)
Aston Martin,Vettel + Stroll,2021 Season,AMR21,2021,Minichamps,,,"2-car commemorative set, both drivers together, limited to 222 pieces in collaboration with Paddock Legends","confirmed via Paddock-Legends.com listing (1:43 only, no 1:18 counterpart found); SKU not found, exact race/livery depicted not specified"
Alfa Romeo,Kimi Raikkonen,Bahrain GP,C41,2021,Minichamps,117210107,417210107,"10th Place, not a podium - his 19th and final F1 season","1:18 confirmed via Amazon, Diecast Legends, Mint Models, and Premier Car Models listings; 1:43 is pattern-derived from the consistent paired-numbering convention seen throughout this project (matching Giovinazzi's confirmed 417210199 pairing below), not itself individually spot-checked"
Alfa Romeo,Antonio Giovinazzi,Bahrain GP,C41,2021,Minichamps,117210199,417210199,Race result not a podium,"confirmed via 5+ independent listings for both scales (ck-modelcars, Amazon Italy, Miniatures Autos Motos, GPworld, eBay)"
Alfa Romeo,Kimi Raikkonen,Abu Dhabi GP,C41,2021,Minichamps,,417212307,"DNF - his final Formula 1 race after two decades in the sport, ending a disappointing final weekend for the team; limited to 1,323 pieces",confirmed via a MiniModelShop listing (1:43); 1:18 not found in search
Alfa Romeo,Antonio Giovinazzi,Abu Dhabi GP,C41,2021,Minichamps,,,"DNF - released as a tribute livery/companion piece to Raikkonen's final race, per the retailer listing title","confirmed to exist via a Triple Crown ModelStore listing (1:18, described as a 'Raikkonen Tribute' companion to the Abu Dhabi finale); SKU not found in search"
Alfa Romeo,Raikkonen + Giovinazzi,2021 Season,C41,2021,Minichamps,,,"2-car commemorative set, both drivers together, limited to 111 pieces in collaboration with Paddock Legends","confirmed via Paddock-Legends.com listing (1:43 only, no 1:18 counterpart found); SKU not found, exact race/livery depicted not specified"
Williams,George Russell,Bahrain GP,FW43B,2021,Minichamps,,417210163,"14th Place, not a podium, season opener","confirmed via 5+ independent listings (Amazon, Diecast Legends, Miniatures Autos Motos, Modell-Auto-Shop, LiveCarModel), limited to 1,400 pieces; one other retailer (ck-modelcars) listed the same race/driver under a different code (447210163) - likely the resin-vs-diecast-metal distinction seen elsewhere in this project, but not independently confirmed either way. 1:18 not found in search"
Williams,Nicholas Latifi,Bahrain GP,FW43B,2021,Minichamps,,,Race result not a podium,confirmed to exist via a LiveCarModel listing (1:43); SKU not found in search
Williams,George Russell,Belgian GP,FW43B,2021,Minichamps,117211363,417211363,"2nd Place - Williams' first podium since 2017; the race was red-flagged after 2 laps behind the safety car in torrential rain and never restarted, making it the shortest 'race' in F1 history, with half points awarded","confirmed via 8+ independent listings (Amazon, Wonderland Models, Speedgear, LiveCarModel, Mint Models, GPBox, Model-Universe, cldc.store) for both scales"
Williams,George Russell,Saudi Arabian GP,FW43B,2021,Minichamps,,,Involved in an accident during the race - first race after the passing of team founder Frank Williams; the team ran a tribute livery that weekend featuring the original 'arrow' logo and Frank Williams' name,confirmed to exist via a Diecast Legends listing (1:18); SKU not found in search
Williams,Nicholas Latifi,Saudi Arabian GP,FW43B,2021,Minichamps,,417212206,Race result not a podium - same Frank Williams tribute livery race as Russell's entry above,confirmed via a Five Diecast listing (1:43); 1:18 not found in search
AlphaTauri,Pierre Gasly,Bahrain GP,AT02,2021,Minichamps,117210110,,"Race result not a podium - collided with Ricciardo on lap 1, retired late with a gearbox issue","confirmed via CarModel.com and MiniModelShop listings (1:18, limited to 280 pieces); 1:43 not found in search"
AlphaTauri,Yuki Tsunoda,Bahrain GP,AT02,2021,Minichamps,117210122,417210122,9th Place - scored points on his F1 debut,"1:18 confirmed via LiveCarModel and MiniModelShop (limited to 484 pieces); 1:43 confirmed via Racing Models. One eBay listing showed a conflicting 1:43 code (447211122) for the same race/driver, but its own description didn't match Bahrain cleanly, so it's treated as an unreliable outlier rather than a genuine variant"
AlphaTauri,Pierre Gasly,Azerbaijan GP,AT02,2021,Minichamps,117210710,,"3rd Place - the team's only podium of the season, and the third in the team's history (across its Minardi/Toro Rosso/AlphaTauri eras)",confirmed via LiveCarModel listing (1:18); 1:43 not found in search
Haas,Mick Schumacher,Bahrain GP,VF-21,2021,Minichamps,110210147,,"16th Place - his F1 debut, his father's old team's engine supplier (Ferrari) powering the car","confirmed via 3+ independent listings (Amazon, Racing Models, Motorsport Maranello, Diecast Legends) for 1:18; one other retailer (ck-modelcars) listed the same race/driver under a different code (113210147), consistent with the resin-vs-diecast-metal ambiguity seen elsewhere in this project. 1:43 not found"
Haas,Nikita Mazepin,Bahrain GP,VF-21,2021,Minichamps,110210109,,"Race result not a podium, F1 debut","confirmed via Amazon listing (1:18); a 1:43 version was also confirmed to exist via an eBay listing, but no SKU was given there. Note: Haas scored zero points across the entire 2021 season - the only team to do so - so no further race-specific models were found or are expected to exist for this team/year"
Mercedes,Valtteri Bottas,Bahrain GP,W12,2021,Minichamps,110210177,410210177,3rd Place,1:18 confirmed previously via DiecastSociety.com product-code matching; 1:43 now also confirmed via a Racing Models listing
Mercedes,Lewis Hamilton,Russian GP (Sochi),W12,2021,Minichamps,110211544,,"Race Winner - his 100th career Grand Prix win, a milestone edition","1:18 confirmed via a Selection.rs listing, which explicitly ties the SKU to the 100th-win milestone; 1:43 not found in search"
Mercedes,Lewis Hamilton,Brazilian GP,W12,2021,Minichamps,110212044,410212044,Race Winner - 'with flag' variant,"1:43 confirmed via Amazon listing (already in this sheet); 1:18 code is inferred from a racepassionstore.com URL slug referencing this exact model, rather than from the listing's own visible title (which had been repurposed for an unrelated 2022 product) - treat this 1:18 code with some caution since it wasn't directly displayed as a confirmed listing"
